N / processors,1,2,3,4,6,8,16
10000000,1.12116,0.656955,0.507962,0.504317,0.610453,0.68028,0.838703
20000000,2.27547,1.3079,1.07592,1.07646,1.22519,1.29568,1.67533
50000000,5.95954,3.50663,2.7868,2.62443,3.16308,3.20571,4.24909
70000000,8.46464,5.18466,6.06336,5.87454,6.72306,7.09369,9.14593
100000000,18.9949,10.9908,8.7247,8.4288,9.6867,10.0417,13.3474
130000000,26.4916,9.54827,7.64591,10.0197,12.5149,13.2034,17.3064
160000000,33.7084,18.6793,14.7503,14.2189,15.7136,17.0417,23.3001
