N / processors,1,2,3,4,6,8,10,12,14,16
10,0.048514,0.170887,0.390121,0.593986,1.60074,2.88181,8.27296,22.7044,26.3247,19.7025
20,0.217388,0.212037,0.371292,0.560568,1.45591,1.94844,10.3514,22.3562,39.3439,15.9273
50,1.27751,0.677049,0.92484,1.1394,2.82289,4.18718,15.8163,18.6633,32.1227,29.3018
100,1.1266,2.61142,3.62425,3.62902,5.98026,7.0717,19.8182,32.6672,54.5744,41.0226
200,3.98256,6.46046,14.0159,16.3452,28.1565,26.1619,45.1441,49.0444,26.0206,22.1409
500,21.0929,46.2925,33.5243,23.7646,24.9731,22.0049,23.3612,27.1845,35.556,41.2241
1000,149.318,52.2402,35.6959,66.2257,75.4768,70.636,55.572,50.2569,77.104,75.3113
